Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SRI-V2-FLOW , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1131.98 , 966.442 , 14.6238 , 60.169 , 1000.18 , 8 , 1056 , 75.98 , 73.76 , 75.98 , 1131.98 , 974.892 , 13.8773 , 10115 , 10884 , 7.09454 , 415 , 0.065588 , 0 , 0 , 0 , 2031 , 1.15707 , 655 , 2.45158 , 0
SRI-V2 , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 972.14 , 931.317 , 4.1993 , 60.137 , 810.408 , 7 , 964 , 8.14 , 8.14 , 8.14 , 972.14 , 972.14 , 0 , 16110 , 6651 , 11.0004 , 159 , 0.02561 , 0 , 0 , 0 , 1788 , 1.51846 , 228 , 0.504772 , 1
SRI-V2-FLOW , ./data/ccvrp/A-n44-k6-scen-L666.svrp , 972.14 , 931.317 , 4.1993 , 60.178 , 1000.07 , 7 , 964 , 8.14 , 8.14 , 8.14 , 972.14 , 967.825 , 0.443844 , 18876 , 7620 , 12.3096 , 254 , 0.050393 , 0 , 0 , 0 , 1787 , 1.51654 , 327 , 5.62912 , 0
SRI-V2 , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1094.19 , 976.279 , 10.7761 , 60.26 , 1000.11 , 8 , 1037 , 57.19 , 54.56 , 57.19 , 1094.19 , 1005.21 , 8.13228 , 15546 , 9817 , 8.66032 , 495 , 0.101093 , 0 , 0 , 0 , 2129 , 1.02473 , 771 , 0.797824 , 0
SRI-V2-FLOW , ./data/ccvrp/A-n45-k6-scen-H666.svrp , 1083.22 , 976.301 , 9.87049 , 60.211 , 1000.14 , 8 , 1026 , 57.22 , 57.16 , 57.22 , 1083.22 , 1001.42 , 7.55125 , 13072 , 9243 , 7.90747 , 352 , 0.074339 , 0 , 0 , 0 , 2132 , 1.025 , 586 , 4.85371 , 0
SRI-V2 , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 982.82 , 936.399 , 4.72322 , 60.112 , 255.57 , 7 , 969 , 13.82 , 13.28 , 13.82 , 982.82 , 982.82 , 0 , 10425 , 3346 , 5.36915 , 89 , 0.03168 , 0 , 0 , 0 , 1839 , 1.01553 , 124 , 0.400522 , 1
SRI-V2-FLOW , ./data/ccvrp/A-n45-k6-scen-L666.svrp , 982.82 , 936.399 , 4.72321 , 60.09 , 455.309 , 7 , 969 , 13.82 , 13.28 , 13.82 , 982.82 , 982.82 , 0 , 16358 , 3829 , 8.59498 , 52 , 0.026062 , 0 , 0 , 0 , 1849 , 1.02835 , 103 , 5.08931 , 1
SRI-V2 , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1283.24 , 1107.53 , 13.6927 , 60.284 , 1000.2 , 11 , 1194 , 89.24 , 89.24 , 89.24 , 1283.24 , 1123.91 , 12.4162 , 9171 , 10764 , 8.29761 , 309 , 0.073348 , 0 , 0 , 0 , 1627 , 1.08055 , 510 , 0.578468 , 0
SRI-V2-FLOW , ./data/ccvrp/A-n55-k9-scen-H666.svrp , 1282.85 , 1107.54 , 13.666 , 60.122 , 1000.11 , 11 , 1210 , 72.85 , 69.58 , 72.85 , 1282.85 , 1125.46 , 12.2692 , 8889 , 11244 , 7.52957 , 362 , 0.071876 , 0 , 0 , 0 , 1631 , 1.09284 , 611 , 2.95279 , 0
SRI-V2 , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1152.48 , 1101.86 , 4.39233 , 60.153 , 1000.1 , 11 , 1139 , 13.48 , 13.48 , 13.48 , 1152.48 , 1123.37 , 2.52589 , 14661 , 8841 , 18.0833 , 147 , 0.033011 , 0 , 0 , 0 , 1560 , 1.90608 , 232 , 0.016648 , 0
SRI-V2-FLOW , ./data/ccvrp/A-n55-k9-scen-L666.svrp , 1146.39 , 1101.82 , 3.88816 , 60.146 , 1000.13 , 11 , 1131 , 15.39 , 15.39 , 15.39 , 1146.39 , 1125.7 , 1.80457 , 16721 , 7585 , 19.4301 , 136 , 0.033381 , 0 , 0 , 0 , 1514 , 1.86113 , 216 , 9.01158 , 0
SRI-V2 , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 609.31 , 591.622 , 2.90301 , 27.29 , 69.091 , 6 , 606 , 3.31 , 3.31 , 3.31 , 609.31 , 609.31 , 0 , 17837 , 943 , 3.19104 , 261 , 0.253462 , 0 , 0 , 0 , 225 , 25.8857 , 267 , 0.380403 , 1
SRI-V2-FLOW , ./data/ccvrp/B-n39-k5-scen-H666.svrp , 609.31 , 591.622 , 2.90301 , 27.51 , 116.113 , 6 , 606 , 3.31 , 3.31 , 3.31 , 609.31 , 609.31 , 0 , 29992 , 1151 , 4.7305 , 311 , 0.277998 , 0 , 0 , 0 , 225 , 26.1459 , 324 , 7.78182 , 1
SRI-V2 , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 558.062 , 1.17891 , 33.412 , 40.336 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 4828 , 668 , 0.732213 , 89 , 0.108157 , 0 , 0 , 0 , 89 , 32.4897 , 111 , 0.024749 , 1
SRI-V2-FLOW , ./data/ccvrp/B-n39-k5-scen-L666.svrp , 564.72 , 558.062 , 1.17891 , 33.541 , 41.208 , 5 , 561 , 3.72 , 3.72 , 3.72 , 564.72 , 564.72 , 0 , 4828 , 668 , 0.71735 , 89 , 0.105976 , 0 , 0 , 0 , 89 , 32.6062 , 112 , 1.07613 , 1
SRI-V2 , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 866.37 , 699.245 , 19.2903 , 60.298 , 1000.11 , 13 , 802 , 64.37 , 58.68 , 64.37 , 866.37 , 712.135 , 17.8025 , 8465 , 12792 , 6.41875 , 252 , 0.049017 , 0 , 0 , 0 , 2131 , 0.705606 , 785 , 0.584506 , 0
SRI-V2-FLOW , ./data/ccvrp/P-n50-k10-scen-H666.svrp , 863.36 , 699.254 , 19.0078 , 60.316 , 1000.18 , 13 , 785 , 78.36 , 77.6 , 78.36 , 863.36 , 711.116 , 17.6339 , 8691 , 12354 , 6.00006 , 242 , 0.055599 , 0 , 0 , 0 , 2143 , 0.705869 , 893 , 1.94652 , 0
SRI-V2 , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 752.94 , 676.991 , 10.087 , 60.202 , 1000.14 , 12 , 744 , 8.94 , 8.94 , 8.94 , 752.94 , 695.253 , 7.66162 , 9234 , 12137 , 8.85004 , 162 , 0.026863 , 0 , 0 , 0 , 1242 , 1.12494 , 269 , 0.23596 , 0
SRI-V2-FLOW , ./data/ccvrp/P-n50-k10-scen-L666.svrp , 757.61 , 676.998 , 10.6403 , 60.237 , 1000.13 , 12 , 736 , 21.61 , 21.61 , 21.61 , 757.61 , 695.121 , 8.24817 , 9409 , 12359 , 8.48339 , 185 , 0.03668 , 0 , 0 , 0 , 1254 , 1.13744 , 295 , 2.01659 , 0
SRI-V2 , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 944.48 , 739.461 , 21.7071 , 60.252 , 1000.2 , 13 , 846 , 98.48 , 97.08 , 98.48 , 944.48 , 753.92 , 20.1762 , 7274 , 11677 , 4.98626 , 268 , 0.059951 , 0 , 0 , 0 , 2600 , 0.954774 , 1119 , 0.499618 , 0
SRI-V2-FLOW , ./data/ccvrp/P-n51-k10-scen-H666.svrp , 955.2 , 739.467 , 22.5851 , 60.333 , 1000.16 , 13 , 838 , 117.2 , 114.59 , 117.2 , 955.2 , 755.354 , 20.9219 , 7337 , 10756 , 6.47314 , 87 , 0.024445 , 0 , 0 , 0 , 2607 , 0.965094 , 762 , 1.84596 , 0
SRI-V2 , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 800.63 , 718.974 , 10.199 , 60.229 , 1000.27 , 12 , 775 , 25.63 , 25.62 , 25.63 , 800.63 , 736.47 , 8.01369 , 8857 , 11346 , 9.27618 , 131 , 0.025596 , 0 , 0 , 0 , 1450 , 1.74808 , 250 , 0.313139 , 0
SRI-V2-FLOW , ./data/ccvrp/P-n51-k10-scen-L666.svrp , 819.78 , 719.019 , 12.2913 , 60.255 , 1000.17 , 12 , 806 , 13.78 , 13.36 , 13.78 , 819.78 , 732.381 , 10.6613 , 8836 , 12830 , 7.718 , 179 , 0.03731 , 0 , 0 , 0 , 1516 , 1.83564 , 308 , 1.76958 , 0
