Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
SVRP-INTSEP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 660.84 , 628.81 , 4.84686 , 0.032 , 10.56 , 4 , 646 , 14.84 , 14.76 , 14.84 , 660.84 , 660.84 , 0 , 2728 , 721 , 0.920434 , 15 , 0.001704 , 0 , 149 , 0.108093 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 660.84 , 647.737 , 1.98274 , 2.3 , 5.902 , 4 , 646 , 14.84 , 14.76 , 14.84 , 660.84 , 660.84 , 0 , 1469 , 395 , 0.756923 , 6 , 0.000746 , 0 , 0 , 0 , 608 , 0.609492 , 113 , 0.015876 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 660.84 , 628 , 4.96943 , 0.031 , 136.17 , 4 , 646 , 14.84 , 14.76 , 14.84 , 660.84 , 660.84 , 0 , 25645 , 2312 , 4.57704 , 1762 , 0.198644 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 660.84 , 628 , 4.96943 , 0.033 , 106.209 , 4 , 646 , 14.84 , 14.76 , 14.84 , 660.84 , 660.84 , 0 , 21153 , 1937 , 3.78216 , 2026 , 0.303405 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 660.84 , 628.81 , 4.84686 , 0.032 , 12.57 , 4 , 646 , 14.84 , 14.76 , 14.84 , 660.84 , 660.84 , 0 , 3580 , 769 , 1.21537 , 74 , 0.011693 , 0 , 134 , 0.116902 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_1.svrp , 660.84 , 647.737 , 1.98274 , 2.156 , 6.878 , 4 , 646 , 14.84 , 14.76 , 14.84 , 660.84 , 660.84 , 0 , 1984 , 398 , 0.91581 , 13 , 0.008296 , 0 , 0 , 0 , 608 , 0.60813 , 112 , 0.016864 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.16 , 664 , 3.37039 , 0.011 , 162.502 , 4 , 666 , 21.16 , 19.72 , 21.16 , 687.16 , 687.16 , 0 , 104564 , 647 , 6.5585 , 1824 , 0.224947 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.16 , 664 , 3.37039 , 0.011 , 119.338 , 4 , 666 , 21.16 , 19.72 , 21.16 , 687.16 , 687.16 , 0 , 80410 , 527 , 4.95254 , 1751 , 0.221253 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.16 , 672.71 , 2.10282 , 0.017 , 0.759 , 4 , 666 , 21.16 , 19.72 , 21.16 , 687.16 , 687.16 , 0 , 609 , 133 , 0.050276 , 81 , 0.010515 , 0 , 22 , 0.044733 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.16 , 684.97 , 0.318703 , 0.161 , 0.347 , 4 , 666 , 21.16 , 19.72 , 21.16 , 687.16 , 687.16 , 0 , 20 , 81 , 0.039372 , 4 , 0.000798 , 0 , 0 , 0 , 55 , 0.03414 , 27 , 0.00314 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.16 , 664.5 , 3.29763 , 0.016 , 2.405 , 4 , 666 , 21.16 , 19.72 , 21.16 , 687.16 , 687.16 , 0 , 1725 , 345 , 0.249545 , 219 , 0.020389 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.16 , 664.5 , 3.29763 , 0.016 , 2.553 , 4 , 666 , 21.16 , 19.72 , 21.16 , 687.16 , 687.16 , 0 , 1302 , 310 , 0.194628 , 180 , 0.038431 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.16 , 672.71 , 2.10282 , 0.017 , 0.496 , 4 , 666 , 21.16 , 19.72 , 21.16 , 687.16 , 687.16 , 0 , 281 , 140 , 0.033095 , 47 , 0.009746 , 0 , 26 , 0.02001 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_2.svrp , 687.16 , 684.97 , 0.318703 , 0.161 , 0.344 , 4 , 666 , 21.16 , 19.72 , 21.16 , 687.16 , 687.16 , 0 , 18 , 80 , 0.038881 , 3 , 0.000898 , 0 , 0 , 0 , 55 , 0.033859 , 27 , 0.002848 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 593.52 , 588.333 , 0.873882 , 0.025 , 0.157 , 4 , 591 , 2.52 , 2.52 , 2.52 , 593.52 , 593.52 , 0 , 1 , 113 , 0.013372 , 20 , 0.002173 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 593.52 , 588.333 , 0.873882 , 0.027 , 0.22 , 4 , 591 , 2.52 , 2.52 , 2.52 , 593.52 , 593.52 , 0 , 1 , 118 , 0.015808 , 15 , 0.001755 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 593.52 , 588.88 , 0.781777 , 0.032 , 0.347 , 4 , 591 , 2.52 , 2.52 , 2.52 , 593.52 , 593.52 , 0 , 1 , 132 , 0.018609 , 5 , 0.001608 , 0 , 20 , 0.005875 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 593.52 , 593.52 , 0 , 0.219 , 0.261 , 4 , 591 , 2.52 , 2.52 , 2.52 , 593.52 , 593.52 , 0 , 1 , 125 , 0.027287 , 0 , 9.4e-05 , 0 , 0 , 0 , 66 , 0.028774 , 31 , 0.003784 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 593.52 , 588.333 , 0.873882 , 0.026 , 0.156 , 4 , 591 , 2.52 , 2.52 , 2.52 , 593.52 , 593.52 , 0 , 1 , 114 , 0.012967 , 24 , 0.002505 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 593.52 , 588.333 , 0.873882 , 0.027 , 0.205 , 4 , 591 , 2.52 , 2.52 , 2.52 , 593.52 , 593.52 , 0 , 4 , 118 , 0.015973 , 20 , 0.003232 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 593.52 , 588.88 , 0.781777 , 0.033 , 0.353 , 4 , 591 , 2.52 , 2.52 , 2.52 , 593.52 , 593.52 , 0 , 1 , 132 , 0.018557 , 6 , 0.001664 , 0 , 20 , 0.005902 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 593.52 , 593.52 , 0 , 0.219 , 0.261 , 4 , 591 , 2.52 , 2.52 , 2.52 , 593.52 , 593.52 , 0 , 1 , 125 , 0.027293 , 0 , 9.4e-05 , 0 , 0 , 0 , 66 , 0.029432 , 31 , 0.003736 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 702 , 1.2436 , 0.034 , 1.769 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 1406 , 309 , 0.152413 , 177 , 0.019514 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 702 , 1.2436 , 0.034 , 1.621 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 1253 , 263 , 0.118915 , 139 , 0.015876 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 703.8 , 0.990378 , 0.033 , 0.367 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 15 , 146 , 0.022637 , 12 , 0.001787 , 0 , 20 , 0.007163 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 710.73 , 0.0154746 , 0.302 , 0.397 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 1 , 146 , 0.063996 , 0 , 9.9e-05 , 0 , 0 , 0 , 110 , 0.053184 , 47 , 0.006122 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 702 , 1.2436 , 0.039 , 0.896 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 512 , 269 , 0.073829 , 153 , 0.021178 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 702 , 1.2436 , 0.041 , 1.304 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 779 , 274 , 0.100195 , 158 , 0.02942 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 703.8 , 0.990378 , 0.033 , 0.37 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 14 , 147 , 0.022764 , 17 , 0.003339 , 0 , 20 , 0.006996 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 710.73 , 0.0154746 , 0.302 , 0.398 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 1 , 146 , 0.063978 , 0 , 0.00137 , 0 , 0 , 0 , 110 , 0.053265 , 47 , 0.006124 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 677.75 , 2.87888 , 0.023 , 5.237 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 4990 , 466 , 0.465224 , 152 , 0.01717 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 677.75 , 2.87888 , 0.024 , 10.513 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 7552 , 569 , 0.6755 , 282 , 0.032494 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 680.97 , 2.41746 , 0.023 , 0.846 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 260 , 225 , 0.063574 , 6 , 0.001266 , 0 , 32 , 0.012392 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 689.088 , 1.25416 , 0.896 , 1.636 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 235 , 217 , 0.14967 , 6 , 0.00148 , 0 , 0 , 0 , 353 , 0.26186 , 64 , 0.010816 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 677.75 , 2.87888 , 0.023 , 2.213 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 1855 , 426 , 0.254564 , 108 , 0.015775 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 677.75 , 2.87888 , 0.024 , 2.914 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 1513 , 418 , 0.276078 , 137 , 0.026628 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 680.97 , 2.41746 , 0.023 , 0.845 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 262 , 227 , 0.064025 , 8 , 0.001642 , 0 , 31 , 0.012594 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 689.088 , 1.25416 , 0.831 , 1.549 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 227 , 217 , 0.149207 , 10 , 0.00431 , 0 , 0 , 0 , 353 , 0.262032 , 64 , 0.011336 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 641.333 , 4.99328 , 0.022 , 385.076 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 108273 , 2715 , 9.59444 , 695 , 0.063882 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 641.333 , 4.99328 , 0.024 , 384.238 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 105699 , 2529 , 10.7293 , 679 , 0.064227 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 642.007 , 4.89354 , 0.026 , 4.934 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 1955 , 667 , 0.374243 , 11 , 0.001802 , 0 , 81 , 0.062271 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 661.539 , 2.00003 , 3.832 , 9.84 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 1146 , 533 , 0.978174 , 14 , 0.002114 , 0 , 0 , 0 , 746 , 1.35776 , 193 , 0.03318 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 641.333 , 4.99328 , 0.022 , 53.992 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 13913 , 1768 , 2.21026 , 785 , 0.061863 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 641.333 , 4.99328 , 0.024 , 97.674 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 21714 , 2063 , 3.68285 , 817 , 0.128253 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 642.007 , 4.89354 , 0.026 , 6.509 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 1629 , 725 , 0.421201 , 22 , 0.004103 , 0 , 105 , 0.063685 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 661.539 , 2.00003 , 3.84 , 9.347 , 4 , 657 , 18.04 , 17.56 , 18.04 , 675.04 , 675.04 , 0 , 969 , 548 , 0.922177 , 36 , 0.0078 , 0 , 0 , 0 , 746 , 1.35363 , 195 , 0.030748 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 648.25 , 1.06678 , 0.036 , 0.468 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 63 , 163 , 0.035494 , 24 , 0.002973 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 648.25 , 1.06678 , 0.037 , 0.626 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 91 , 160 , 0.034688 , 30 , 0.004223 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-INTSEP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 653.046 , 0.33487 , 0.042 , 0.107 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 1 , 108 , 0.012693 , 0 , 9.7e-05 , 0 , 12 , 0.003453 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-INTSEP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 655.24 , 0 , 0.128 , 0.16 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 1 , 129 , 0.016075 , 0 , 9.8e-05 , 0 , 0 , 0 , 12 , 0.005887 , 13 , 0.001386 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 648.25 , 1.06678 , 0.036 , 0.458 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 39 , 167 , 0.037336 , 23 , 0.003435 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 648.25 , 1.06678 , 0.038 , 0.604 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 50 , 157 , 0.033152 , 38 , 0.005026 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 653.046 , 0.33487 , 0.042 , 0.108 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 1 , 108 , 0.01271 , 0 , 0.000242 , 0 , 12 , 0.003593 , 0 , 0 , 0 , 0 , 1 , 0
