Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
SVRP-PARTIAL_ROUTE-NODE-PRAFUNCTION , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.031 , 49.788 , 2 , 707 , 1.76 , 1.52 , 1.52 , 708.76 , 708.76 , 0 , 5097 , 999 , 2.32601 , 435 , 1.28478 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k2/60_2_0.90_1_2.svrp , 708.76 , 688 , 2.92906 , 0.033 , 23.379 , 2 , 707 , 1.76 , 1.52 , 1.52 , 708.76 , 708.76 , 0 , 2852 , 836 , 1.22135 , 350 , 1.93083 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.046 , 4.276 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 774 , 375 , 0.351712 , 121 , 0.280705 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRAFUNCTION-PRDISAGGREGATION , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.046 , 8.902 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 801 , 419 , 0.419414 , 123 , 0.291626 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-PRDISAGGREGATION , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.048 , 8.701 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 785 , 406 , 0.389721 , 173 , 0.710226 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.046 , 9.686 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 686 , 402 , 0.372081 , 141 , 0.280662 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRAFUNCTION , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.047 , 3.814 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 714 , 373 , 0.322074 , 101 , 0.250731 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k2/60_2_0.90_1_3.svrp , 713.24 , 701 , 1.71611 , 0.047 , 4.094 , 2 , 710 , 3.24 , 3.2 , 3.24 , 713.24 , 713.24 , 0 , 719 , 375 , 0.318873 , 102 , 0.585483 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.045 , 5.265 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1424 , 348 , 0.543515 , 237 , 0.474304 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRAFUNCTION-PRDISAGGREGATION , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.046 , 4.81 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1284 , 353 , 0.414012 , 376 , 0.533604 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-PRDISAGGREGATION , ./data/Jabali/k2/60_2_0.90_1_4.svrp , 727.4 , 715 , 1.7047 , 0.047 , 6.221 , 2 , 724 , 3.4 , 3.16 , 3.36 , 727.4 , 727.4 , 0 , 1395 , 430 , 0.585251 , 310 , 1.16133 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
