Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved , Wrong Cuts
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 593.52 , 588.333 , 0.873882 , 0.02 , 0.184 , 4 , 591 , 2.52 , 2.52 , 2.52 , 593.52 , 593.52 , 7.75037e-08 , 1 , 98 , 0.014224 , 6 , 0.007086 , 0 , 8 , 0.008302 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_3.svrp , 593.52 , 593.52 , 3.83094e-14 , 0.195 , 0.227 , 4 , 591 , 2.52 , 2.52 , 2.52 , 593.52 , 593.52 , 0 , 1 , 76 , 0.025455 , 0 , 0.001229 , 0 , 0 , 0.000981 , 74 , 0.03405 , 34 , 0.004965 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 702 , 1.2436 , 0.025 , 0.997 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 898 , 275 , 0.118542 , 124 , 0.137913 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 702 , 1.2436 , 0.026 , 0.341 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 36 , 137 , 0.025484 , 23 , 0.025341 , 0 , 14 , 0.02316 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_4.svrp , 710.84 , 710.73 , 0.0154747 , 0.253 , 0.353 , 4 , 706 , 4.84 , 4.84 , 4.84 , 710.84 , 710.84 , 0 , 1 , 136 , 0.05727 , 6 , 0.008445 , 0 , 0 , 0.008005 , 96 , 0.049665 , 42 , 0.009373 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 677.75 , 2.87888 , 0.021 , 3.51 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 1862 , 434 , 0.42481 , 144 , 0.206499 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 677.75 , 2.87888 , 0.022 , 0.686 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 411 , 255 , 0.086981 , 7 , 0.062604 , 0 , 25 , 0.051521 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_5.svrp , 697.84 , 689.088 , 1.25416 , 0.786 , 1.366 , 4 , 689 , 8.84 , 8.84 , 8.84 , 697.84 , 697.84 , 0 , 127 , 164 , 0.136401 , 6 , 0.025088 , 4 , 0 , 0.034256 , 356 , 0.248702 , 60 , 0.028868 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 641.333 , 4.99328 , 0.017 , 240.049 , 4 , 657 , 18.04 , 17.56 , 17.56 , 675.04 , 675.04 , 0 , 36849 , 2922 , 6.14919 , 1140 , 3.0098 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 641.333 , 4.99328 , 0.018 , 5.955 , 4 , 657 , 18.04 , 17.56 , 17.56 , 675.04 , 675.04 , 0 , 1977 , 751 , 0.461518 , 39 , 0.338885 , 0 , 87 , 0.258817 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_6.svrp , 675.04 , 661.498 , 2.00611 , 4.205 , 11.308 , 4 , 657 , 18.04 , 17.56 , 17.56 , 675.04 , 675.04 , 0 , 1692 , 638 , 1.14265 , 36 , 0.348729 , 6 , 0 , 0.236987 , 761 , 1.47873 , 185 , 0.265026 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 648.25 , 1.06678 , 0.029 , 0.273 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 29 , 134 , 0.023554 , 15 , 0.009665 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 648.25 , 1.06678 , 0.029 , 0.295 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 1 , 121 , 0.017652 , 5 , 0.006074 , 0 , 5 , 0.005709 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_7.svrp , 655.24 , 655.24 , 0 , 0.121 , 0.154 , 4 , 651 , 4.24 , 4.24 , 4.24 , 655.24 , 655.24 , 0 , 1 , 119 , 0.016194 , 0 , 0.002274 , 0 , 0 , 0.001049 , 22 , 0.006346 , 18 , 0.001896 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_8.svrp , 732.36 , 705.75 , 3.63346 , 0.034 , 32.565 , 4 , 724 , 8.36 , 8.36 , 8.36 , 732.36 , 732.36 , 0 , 7968 , 1345 , 1.63248 , 505 , 0.695782 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_8.svrp , 732.36 , 706.125 , 3.58225 , 0.044 , 7.028 , 4 , 724 , 8.36 , 8.36 , 8.36 , 732.36 , 732.36 , 0 , 1828 , 781 , 0.555265 , 52 , 0.351577 , 0 , 120 , 0.272101 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_8.svrp , 732.36 , 721.584 , 1.47141 , 2.101 , 4.667 , 4 , 724 , 8.36 , 8.36 , 8.36 , 732.36 , 732.36 , 0 , 687 , 465 , 0.678331 , 8 , 0.114233 , 0 , 0 , 0.082353 , 547 , 0.585808 , 177 , 0.099822 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.80_1_9.svrp , 650.92 , 625 , 3.98206 , 0.049 , 32.664 , 4 , 648 , 2.92 , 2.76 , 2.76 , 650.92 , 650.92 , 0 , 6105 , 2025 , 1.28078 , 614 , 0.548811 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.80_1_9.svrp , 650.92 , 625 , 3.98206 , 0.045 , 9.445 , 4 , 648 , 2.92 , 2.76 , 2.76 , 650.92 , 650.92 , 0 , 1374 , 1416 , 0.390215 , 66 , 0.181125 , 0 , 153 , 0.177819 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.80_1_9.svrp , 650.92 , 639.479 , 1.75761 , 5.294 , 7.16 , 4 , 648 , 2.92 , 2.76 , 2.76 , 650.92 , 650.92 , 0 , 261 , 345 , 1.01077 , 7 , 0.036222 , 6 , 0 , 0.034185 , 775 , 2.22662 , 166 , 0.048784 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.82_1_0.svrp , 721.88 , 704.5 , 2.4076 , 0.015 , 3.04 , 4 , 709 , 12.88 , 12.88 , 12.88 , 721.88 , 721.88 , 0 , 1826 , 540 , 0.352251 , 228 , 0.211937 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.82_1_0.svrp , 721.88 , 704.5 , 2.4076 , 0.016 , 0.617 , 4 , 709 , 12.88 , 12.88 , 12.88 , 721.88 , 721.88 , 0 , 334 , 250 , 0.098639 , 5 , 0.045225 , 0 , 43 , 0.042853 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.82_1_0.svrp , 721.88 , 714.507 , 1.02141 , 1.83 , 2.773 , 4 , 709 , 12.88 , 12.88 , 12.88 , 721.88 , 721.88 , 0 , 292 , 245 , 0.477029 , 5 , 0.048777 , 0 , 0 , 0.034009 , 609 , 0.539953 , 129 , 0.050047 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.82_1_1.svrp , 673.36 , 653.667 , 2.92464 , 0.024 , 27.395 , 4 , 670 , 3.36 , 3.36 , 3.36 , 673.36 , 673.36 , 0 , 8842 , 1003 , 1.8355 , 537 , 0.837155 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.82_1_1.svrp , 673.36 , 653.667 , 2.92464 , 0.024 , 3.806 , 4 , 670 , 3.36 , 3.36 , 3.36 , 673.36 , 673.36 , 0 , 1208 , 543 , 0.319964 , 63 , 0.273463 , 0 , 100 , 0.272182 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.82_1_1.svrp , 673.36 , 667.144 , 0.923089 , 0.754 , 1.591 , 4 , 670 , 3.36 , 3.36 , 3.36 , 673.36 , 673.36 , 0 , 243 , 191 , 0.281153 , 3 , 0.044293 , 1 , 0 , 0.035136 , 326 , 0.246799 , 81 , 0.044086 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.82_1_2.svrp , 632.28 , 624.25 , 1.27001 , 0.015 , 0.218 , 4 , 626 , 6.28 , 5.48 , 6.28 , 632.28 , 632.28 , 0 , 47 , 83 , 0.017194 , 45 , 0.0351 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.82_1_2.svrp , 632.28 , 626.646 , 0.891097 , 0.019 , 0.17 , 4 , 626 , 6.28 , 5.48 , 6.28 , 632.28 , 632.28 , 0 , 20 , 86 , 0.011961 , 6 , 0.012467 , 0 , 23 , 0.019439 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.82_1_2.svrp , 632.28 , 628.14 , 0.654773 , 0.103 , 0.227 , 4 , 626 , 6.28 , 5.48 , 6.28 , 632.28 , 632.28 , 0 , 18 , 98 , 0.021806 , 1 , 0.00807 , 1 , 0 , 0.011737 , 9 , 0.00971 , 21 , 0.014119 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.82_1_3.svrp , 702.52 , 668.944 , 4.7793 , 0.02 , 32.312 , 4 , 673 , 29.52 , 29.4 , 29.4 , 702.52 , 702.52 , 0 , 11945 , 1290 , 2.62001 , 375 , 0.974564 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.82_1_3.svrp , 702.52 , 672.5 , 4.27319 , 0.018 , 2.163 , 4 , 673 , 29.52 , 29.4 , 29.4 , 702.52 , 702.52 , 0 , 1144 , 524 , 0.227746 , 36 , 0.155323 , 0 , 31 , 0.119479 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.82_1_3.svrp , 702.52 , 681.08 , 3.05187 , 0.212 , 3.232 , 4 , 673 , 29.52 , 29.4 , 29.4 , 702.52 , 702.52 , 0 , 1059 , 494 , 0.401719 , 17 , 0.168365 , 21 , 0 , 0.160786 , 111 , 0.046873 , 68 , 0.135713 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.82_1_4.svrp , 664.84 , 643.548 , 3.20263 , 0.029 , 4.055 , 4 , 648 , 16.84 , 16.84 , 16.84 , 664.84 , 664.84 , 0 , 1940 , 442 , 0.519184 , 114 , 0.191771 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.82_1_4.svrp , 664.84 , 653.088 , 1.76764 , 0.027 , 0.414 , 4 , 648 , 16.84 , 16.84 , 16.84 , 664.84 , 664.84 , 0 , 103 , 138 , 0.042718 , 14 , 0.024855 , 0 , 15 , 0.022649 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.82_1_4.svrp , 664.84 , 659.832 , 0.753264 , 1.058 , 1.448 , 4 , 648 , 16.84 , 16.84 , 16.84 , 664.84 , 664.84 , 0 , 41 , 156 , 0.266839 , 0 , 0.010999 , 3 , 0 , 0.017917 , 378 , 0.260452 , 72 , 0.016579 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.82_1_5.svrp , 615.04 , 605.5 , 1.55112 , 0.021 , 0.192 , 4 , 602 , 13.04 , 12.24 , 12.24 , 615.04 , 615.04 , 0 , 18 , 92 , 0.013451 , 22 , 0.017314 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.82_1_5.svrp , 615.04 , 607.009 , 1.30569 , 0.03 , 0.084 , 4 , 602 , 13.04 , 12.24 , 12.24 , 615.04 , 615.04 , 0 , 1 , 95 , 0.008234 , 6 , 0.003594 , 0 , 6 , 0.005177 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.82_1_5.svrp , 615.04 , 615.04 , 3.69689e-14 , 0.129 , 0.156 , 4 , 602 , 13.04 , 12.24 , 12.24 , 615.04 , 615.04 , 0 , 1 , 71 , 0.016603 , 4 , 0.002689 , 0 , 0 , 0.00317 , 10 , 0.013043 , 7 , 0.002795 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.82_1_6.svrp , 691.8 , 674.333 , 2.52481 , 0.016 , 3.749 , 4 , 686 , 5.8 , 4.84 , 5.56 , 691.8 , 691.8 , 0 , 2532 , 360 , 0.336058 , 341 , 0.371965 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.82_1_6.svrp , 691.8 , 677.5 , 2.06707 , 0.024 , 0.665 , 4 , 686 , 5.8 , 4.84 , 5.56 , 691.8 , 691.8 , 0 , 363 , 178 , 0.058011 , 27 , 0.070843 , 0 , 54 , 0.066706 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.82_1_6.svrp , 691.8 , 683.89 , 1.14344 , 1.133 , 2.218 , 4 , 686 , 5.8 , 4.84 , 5.56 , 691.8 , 691.8 , 0 , 335 , 190 , 0.435033 , 17 , 0.074706 , 5 , 0 , 0.089159 , 319 , 0.411793 , 127 , 0.079444 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.82_1_7.svrp , 715.08 , 689.167 , 3.62384 , 0.037 , 17.191 , 4 , 705 , 10.08 , 10.08 , 10.08 , 715.08 , 715.08 , 0 , 4579 , 1188 , 1.06231 , 271 , 0.374916 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.82_1_7.svrp , 715.08 , 689.167 , 3.62384 , 0.038 , 23.545 , 4 , 705 , 10.08 , 10.08 , 10.08 , 715.08 , 715.08 , 0 , 3520 , 1717 , 1.28362 , 89 , 0.673128 , 0 , 235 , 0.547812 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.82_1_7.svrp , 715.08 , 702.377 , 1.7764 , 2.115 , 8.066 , 4 , 705 , 10.08 , 10.08 , 10.08 , 715.08 , 715.08 , 0 , 914 , 750 , 0.694344 , 16 , 0.155045 , 11 , 0 , 0.135583 , 584 , 0.594455 , 171 , 0.142906 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.82_1_8.svrp , 728.96 , 711.25 , 2.42949 , 0.016 , 6.043 , 4 , 718 , 10.96 , 10.28 , 10.28 , 728.96 , 728.96 , 0 , 1852 , 490 , 0.392186 , 184 , 0.204583 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.82_1_8.svrp , 728.96 , 711.25 , 2.42949 , 0.017 , 0.681 , 4 , 718 , 10.96 , 10.28 , 10.28 , 728.96 , 728.96 , 0 , 300 , 208 , 0.069348 , 25 , 0.065903 , 0 , 33 , 0.058562 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.82_1_8.svrp , 728.96 , 723.916 , 0.691956 , 4.18 , 4.962 , 4 , 718 , 10.96 , 10.28 , 10.28 , 728.96 , 728.96 , 0 , 224 , 156 , 1.85372 , 4 , 0.041156 , 1 , 0 , 0.031627 , 697 , 2.10782 , 155 , 0.044412 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.82_1_9.svrp , 676.72 , 649.625 , 4.00387 , 0.049 , 73.492 , 4 , 670 , 6.72 , 6.72 , 6.72 , 676.72 , 676.72 , 0 , 12769 , 2134 , 2.77817 , 796 , 1.42403 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.82_1_9.svrp , 676.72 , 651.73 , 3.69281 , 0.047 , 1.916 , 4 , 670 , 6.72 , 6.72 , 6.72 , 676.72 , 676.72 , 0 , 531 , 459 , 0.152055 , 17 , 0.084692 , 0 , 59 , 0.083869 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-SRI-PARADA_PATH-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION-LAG , ./data/Jabali/k4/40_4_0.82_1_9.svrp , 676.72 , 675.698 , 0.150961 , 3.791 , 4.37 , 4 , 670 , 6.72 , 6.72 , 6.72 , 676.72 , 676.72 , 0 , 1 , 214 , 1.01824 , 3 , 0.007979 , 2 , 0 , 0.020258 , 622 , 1.59455 , 136 , 0.020238 , 1 , 0
SVRP-PARTIAL_ROUTE-NODE-PRDISAGGREGATION , ./data/Jabali/k4/40_4_0.85_1_0.svrp , 728.2 , 708 , 2.77396 , 0.026 , 36.12 , 4 , 711 , 17.2 , 16.72 , 16.72 , 728.2 , 728.2 , 0 , 13035 , 1334 , 1.524 , 1018 , 1.61414 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0
SVRP-PARADA_SET-PARTIAL_ROUTE-NODE-PRSEPARATION-PRAFUNCTION , ./data/Jabali/k4/40_4_0.85_1_0.svrp , 728.2 , 708.62 , 2.68882 , 0.029 , 3.152 , 4 , 711 , 17.2 , 16.72 , 16.72 , 728.2 , 728.2 , 0 , 1483 , 418 , 0.256702 , 60 , 0.314435 , 0 , 171 , 0.335823 , 0 , 0 , 0 , 0 , 1 , 0
